id,fullName,link,firstName,lastName,primaryNumber,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,currentTeamid,currentTeamname,currentTeamlink,primaryPositioncode,primaryPositionname,primaryPositiontype,primaryPositionabbreviation
8473541,Jonathan Bernier,/api/v1/people/8473541,Jonathan,Bernier,45,1988-08-07,31,Laval,QC,CAN,CAN,"6' 0""",185,true,false,false,false,L,Y,17,Detroit Red Wings,/api/v1/teams/17,G,Goalie,Goalie,G
8473544,Derick Brassard,/api/v1/people/8473544,Derick,Brassard,10,1987-09-22,32,Hull,QC,CAN,CAN,"6' 1""",202,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,C,Center,Forward,C
8473546,Michael Grabner,/api/v1/people/8473546,Michael,Grabner,40,1987-10-05,32,Villach,,AUT,AUT,"6' 1""",188,true,false,false,false,L,Y,53,Arizona Coyotes,/api/v1/teams/53,L,Left Wing,Forward,LW
8473548,Phil Kessel,/api/v1/people/8473548,Phil,Kessel,81,1987-10-02,32,Madison,WI,USA,USA,"6' 0""",202,true,false,false,false,R,Y,53,Arizona Coyotes,/api/v1/teams/53,R,Right Wing,Forward,RW
8473560,Korbinian Holzer,/api/v1/people/8473560,Korbinian,Holzer,22,1988-02-16,32,Munich,,DEU,DEU,"6' 3""",213,true,false,false,false,R,Y,18,Nashville Predators,/api/v1/teams/18,D,Defenseman,Defenseman,D
8473563,Nicklas Backstrom,/api/v1/people/8473563,Nicklas,Backstrom,19,1987-11-23,32,Gävle,,SWE,SWE,"6' 1""",206,true,true,false,false,L,Y,15,Washington Capitals,/api/v1/teams/15,C,Center,Forward,C
8473564,Michael Frolik,/api/v1/people/8473564,Michael,Frolik,67,1988-02-17,32,Kladno,,CZE,CZE,"6' 1""",190,true,false,false,false,L,Y,7,Buffalo Sabres,/api/v1/teams/7,R,Right Wing,Forward,RW
8473573,Artem Anisimov,/api/v1/people/8473573,Artem,Anisimov,51,1988-05-24,31,Yaroslavl,,RUS,RUS,"6' 4""",199,true,false,false,false,L,Y,9,Ottawa Senators,/api/v1/teams/9,C,Center,Forward,C
8473575,Semyon Varlamov,/api/v1/people/8473575,Semyon,Varlamov,40,1988-04-27,31,Samara,,RUS,RUS,"6' 2""",205,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,G,Goalie,Goalie,G
8473604,Jonathan Toews,/api/v1/people/8473604,Jonathan,Toews,19,1988-04-29,31,Winnipeg,MB,CAN,CAN,"6' 2""",201,true,false,true,false,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C
8473618,Mathieu Perreault,/api/v1/people/8473618,Mathieu,Perreault,85,1988-01-05,32,Drummondville,QC,CAN,CAN,"5' 10""",188,true,false,false,false,L,Y,52,Winnipeg Jets,/api/v1/teams/52,L,Left Wing,Forward,LW
8473914,Mark Letestu,/api/v1/people/8473914,Mark,Letestu,22,1985-02-04,35,Elk Point,AB,CAN,CAN,"5' 10""",195,true,false,false,false,R,Y,52,Winnipeg Jets,/api/v1/teams/52,C,Center,Forward,C
8473986,Alex Killorn,/api/v1/people/8473986,Alex,Killorn,17,1989-09-14,30,Halifax,NS,CAN,CAN,"6' 1""",197,true,false,false,false,L,Y,14,Tampa Bay Lightning,/api/v1/teams/14,L,Left Wing,Forward,LW
8473991,Karl Alzner,/api/v1/people/8473991,Karl,Alzner,27,1988-09-24,31,Burnaby,BC,CAN,CAN,"6' 3""",213,true,false,false,false,L,Y,8,Montréal Canadiens,/api/v1/teams/8,D,Defenseman,Defenseman,D
8473994,Jamie Benn,/api/v1/people/8473994,Jamie,Benn,14,1989-07-18,30,Victoria,BC,CAN,CAN,"6' 2""",210,true,false,true,false,L,Y,25,Dallas Stars,/api/v1/teams/25,L,Left Wing,Forward,LW
8474009,Nick Bonino,/api/v1/people/8474009,Nick,Bonino,13,1988-04-20,31,Hartford,CT,USA,USA,"6' 1""",196,true,false,false,false,L,Y,18,Nashville Predators,/api/v1/teams/18,C,Center,Forward,C
8474013,Ian Cole,/api/v1/people/8474013,Ian,Cole,28,1989-02-21,31,Ann Arbor,MI,USA,USA,"6' 1""",225,true,false,false,false,L,Y,21,Colorado Avalanche,/api/v1/teams/21,D,Defenseman,Defenseman,D
8474027,Justin Braun,/api/v1/people/8474027,Justin,Braun,61,1987-02-10,33,Minneapolis,MN,USA,USA,"6' 2""",205,true,false,false,false,R,Y,4,Philadelphia Flyers,/api/v1/teams/4,D,Defenseman,Defenseman,D
8474031,Kevin Shattenkirk,/api/v1/people/8474031,Kevin,Shattenkirk,22,1989-01-29,31,New Rochelle,NY,USA,USA,"6' 0""",203,true,false,false,false,R,Y,14,Tampa Bay Lightning,/api/v1/teams/14,D,Defenseman,Defenseman,D
8474034,Pat Maroon,/api/v1/people/8474034,Pat,Maroon,14,1988-04-23,31,St. Louis,MO,USA,USA,"6' 2""",236,true,false,false,false,L,Y,14,Tampa Bay Lightning,/api/v1/teams/14,L,Left Wing,Forward,LW
8474037,James van Riemsdyk,/api/v1/people/8474037,James,van Riemsdyk,25,1989-05-04,30,Middletown,NJ,USA,USA,"6' 3""",217,true,false,false,false,L,Y,4,Philadelphia Flyers,/api/v1/teams/4,L,Left Wing,Forward,LW
8474038,Paul Byron,/api/v1/people/8474038,Paul,Byron,41,1989-04-27,30,Ottawa,ON,CAN,CAN,"5' 9""",158,true,true,false,false,L,Y,8,Montréal Canadiens,/api/v1/teams/8,L,Left Wing,Forward,LW
8474040,Sam Gagner,/api/v1/people/8474040,Sam,Gagner,89,1989-08-10,30,London,ON,CAN,CAN,"5' 11""",200,true,false,false,false,R,Y,17,Detroit Red Wings,/api/v1/teams/17,C,Center,Forward,C
8474053,Logan Couture,/api/v1/people/8474053,Logan,Couture,39,1989-03-28,30,Guelph,ON,CAN,CAN,"6' 1""",200,true,false,true,false,L,Y,28,San Jose Sharks,/api/v1/teams/28,C,Center,Forward,C
8474056,P.K. Subban,/api/v1/people/8474056,P.K.,Subban,76,1989-05-13,30,Toronto,ON,CAN,CAN,"6' 0""",210,true,false,false,false,R,Y,1,New Jersey Devils,/api/v1/teams/1,D,Defenseman,Defenseman,D
8474062,Riley Nash,/api/v1/people/8474062,Riley,Nash,20,1989-05-09,30,Consort,AB,CAN,CAN,"6' 2""",185,true,false,false,false,R,Y,29,Columbus Blue Jackets,/api/v1/teams/29,C,Center,Forward,C
8474066,Thomas Hickey,/api/v1/people/8474066,Thomas,Hickey,34,1989-02-08,31,Calgary,AB,CAN,CAN,"6' 0""",183,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,D,Defenseman,Defenseman,D
8474068,Kyle Turris,/api/v1/people/8474068,Kyle,Turris,8,1989-08-14,30,New Westminster,BC,CAN,CAN,"6' 1""",190,true,false,false,false,R,Y,18,Nashville Predators,/api/v1/teams/18,C,Center,Forward,C
8474090,Brendan Smith,/api/v1/people/8474090,Brendan,Smith,42,1989-02-08,31,Mimico,ON,CAN,CAN,"6' 2""",200,true,false,false,false,L,Y,3,New York Rangers,/api/v1/teams/3,D,Defenseman,Defenseman,D
8474091,Brandon Sutter,/api/v1/people/8474091,Brandon,Sutter,20,1989-02-14,31,Huntington,NY,USA,CAN,"6' 3""",190,true,false,false,false,R,Y,23,Vancouver Canucks,/api/v1/teams/23,C,Center,Forward,C
8474098,Colton Sceviour,/api/v1/people/8474098,Colton,Sceviour,7,1989-04-20,30,Red Deer,AB,CAN,CAN,"6' 0""",190,true,false,false,false,R,Y,13,Florida Panthers,/api/v1/teams/13,C,Center,Forward,C
8474102,David Perron,/api/v1/people/8474102,David,Perron,57,1988-05-28,31,Sherbrooke,QC,CAN,CAN,"6' 0""",200,true,false,false,false,R,Y,19,St. Louis Blues,/api/v1/teams/19,L,Left Wing,Forward,LW
8474125,Carl Gunnarsson,/api/v1/people/8474125,Carl,Gunnarsson,4,1986-11-09,33,Orebro,,SWE,SWE,"6' 2""",198,true,false,false,false,L,Y,19,St. Louis Blues,/api/v1/teams/19,D,Defenseman,Defenseman,D
8474134,Yannick Weber,/api/v1/people/8474134,Yannick,Weber,7,1988-09-23,31,Morges,,CHE,CHE,"5' 11""",200,true,false,false,false,R,Y,18,Nashville Predators,/api/v1/teams/18,D,Defenseman,Defenseman,D
8474141,Patrick Kane,/api/v1/people/8474141,Patrick,Kane,88,1988-11-19,31,Buffalo,NY,USA,USA,"5' 10""",177,true,false,false,false,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,R,Right Wing,Forward,RW
8474145,Robert Bortuzzo,/api/v1/people/8474145,Robert,Bortuzzo,41,1989-03-18,31,Thunder Bay,ON,CAN,CAN,"6' 4""",216,true,false,false,false,R,Y,19,St. Louis Blues,/api/v1/teams/19,D,Defenseman,Defenseman,D
8474149,Evgenii Dadonov,/api/v1/people/8474149,Evgenii,Dadonov,63,1989-03-12,31,Chelyabinsk,,RUS,RUS,"5' 11""",185,true,false,false,false,L,Y,13,Florida Panthers,/api/v1/teams/13,R,Right Wing,Forward,RW
8474150,Mikael Backlund,/api/v1/people/8474150,Mikael,Backlund,11,1989-03-17,31,Vasteras,,SWE,SWE,"6' 0""",200,true,false,false,false,L,Y,20,Calgary Flames,/api/v1/teams/20,C,Center,Forward,C
8474151,Ryan McDonagh,/api/v1/people/8474151,Ryan,McDonagh,27,1989-06-13,30,St. Paul,MN,USA,USA,"6' 1""",214,true,false,false,false,L,Y,14,Tampa Bay Lightning,/api/v1/teams/14,D,Defenseman,Defenseman,D
8474157,Max Pacioretty,/api/v1/people/8474157,Max,Pacioretty,67,1988-11-20,31,New Canaan,CT,USA,USA,"6' 2""",215,true,false,false,false,L,Y,54,Vegas Golden Knights,/api/v1/teams/54,L,Left Wing,Forward,LW
8474161,Jakub Voracek,/api/v1/people/8474161,Jakub,Voracek,93,1989-08-15,30,Kladno,,CZE,CZE,"6' 2""",214,true,false,false,false,L,Y,4,Philadelphia Flyers,/api/v1/teams/4,R,Right Wing,Forward,RW
8474162,Jake Muzzin,/api/v1/people/8474162,Jake,Muzzin,8,1989-02-21,31,Woodstock,ON,CAN,CAN,"6' 3""",217,true,false,false,false,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,D,Defenseman,Defenseman,D
8474166,Alec Martinez,/api/v1/people/8474166,Alec,Martinez,23,1987-07-26,32,Rochester Hills,MI,USA,USA,"6' 1""",209,true,false,false,false,L,Y,54,Vegas Golden Knights,/api/v1/teams/54,D,Defenseman,Defenseman,D
8474176,Carl Hagelin,/api/v1/people/8474176,Carl,Hagelin,62,1988-08-23,31,Sodertalje,,SWE,SWE,"6' 0""",185,true,false,false,false,L,Y,15,Washington Capitals,/api/v1/teams/15,L,Left Wing,Forward,LW
8474189,Lars Eller,/api/v1/people/8474189,Lars,Eller,20,1989-05-08,30,Rodovre,,DNK,DNK,"6' 2""",205,true,false,false,false,L,Y,15,Washington Capitals,/api/v1/teams/15,C,Center,Forward,C
8474190,Wayne Simmonds,/api/v1/people/8474190,Wayne,Simmonds,17,1988-08-26,31,Scarborough,ON,CAN,CAN,"6' 2""",185,true,false,false,false,R,Y,7,Buffalo Sabres,/api/v1/teams/7,R,Right Wing,Forward,RW
8474207,Nick Holden,/api/v1/people/8474207,Nick,Holden,22,1987-05-15,32,St. Albert,AB,CAN,CAN,"6' 4""",212,true,false,false,false,L,Y,54,Vegas Golden Knights,/api/v1/teams/54,D,Defenseman,Defenseman,D
8474218,Jason Demers,/api/v1/people/8474218,Jason,Demers,55,1988-06-09,31,Dorval,QC,CAN,CAN,"6' 1""",195,true,false,false,false,R,Y,53,Arizona Coyotes,/api/v1/teams/53,D,Defenseman,Defenseman,D
8474230,Micheal Haley,/api/v1/people/8474230,Micheal,Haley,38,1986-03-30,33,Guelph,ON,CAN,CAN,"5' 11""",202,true,false,false,false,L,I,3,New York Rangers,/api/v1/teams/3,C,Center,Forward,C
8474250,Zack Smith,/api/v1/people/8474250,Zack,Smith,15,1988-04-05,31,Maple Creek,SK,CAN,CAN,"6' 2""",208,true,false,false,false,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,C,Center,Forward,C
8474291,Jay Beagle,/api/v1/people/8474291,Jay,Beagle,83,1985-10-16,34,Calgary,AB,CAN,CAN,"6' 3""",210,true,false,false,false,R,Y,23,Vancouver Canucks,/api/v1/teams/23,C,Center,Forward,C
8474563,Drew Doughty,/api/v1/people/8474563,Drew,Doughty,8,1989-12-08,30,London,ON,CAN,CAN,"6' 1""",202,true,true,false,false,R,Y,26,Los Angeles Kings,/api/v1/teams/26,D,Defenseman,Defenseman,D
8474564,Steven Stamkos,/api/v1/people/8474564,Steven,Stamkos,91,1990-02-07,30,Markham,ON,CAN,CAN,"6' 1""",194,true,false,true,false,R,Y,14,Tampa Bay Lightning,/api/v1/teams/14,C,Center,Forward,C
8474565,Alex Pietrangelo,/api/v1/people/8474565,Alex,Pietrangelo,27,1990-01-18,30,King City,ON,CAN,CAN,"6' 3""",210,true,false,true,false,R,Y,19,St. Louis Blues,/api/v1/teams/19,D,Defenseman,Defenseman,D
8474567,Zach Bogosian,/api/v1/people/8474567,Zach,Bogosian,24,1990-07-15,29,MASSENA,NY,USA,USA,"6' 2""",200,true,false,false,false,R,Y,14,Tampa Bay Lightning,/api/v1/teams/14,D,Defenseman,Defenseman,D
8474568,Luke Schenn,/api/v1/people/8474568,Luke,Schenn,2,1989-11-02,30,Saskatoon,SK,CAN,CAN,"6' 2""",227,true,false,false,false,R,Y,14,Tampa Bay Lightning,/api/v1/teams/14,D,Defenseman,Defenseman,D
8474569,Colin Wilson,/api/v1/people/8474569,Colin,Wilson,22,1989-10-20,30,Greenwich,CT,USA,USA,"6' 1""",215,true,false,false,false,L,Y,21,Colorado Avalanche,/api/v1/teams/21,C,Center,Forward,C
8474571,Mikkel Boedker,/api/v1/people/8474571,Mikkel,Boedker,89,1989-12-16,30,Brondby,,DNK,DNK,"5' 11""",207,true,false,false,false,L,Y,9,Ottawa Senators,/api/v1/teams/9,L,Left Wing,Forward,LW
8474573,Josh Bailey,/api/v1/people/8474573,Josh,Bailey,12,1989-10-02,30,Bowmanville,ON,CAN,CAN,"6' 1""",200,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,R,Right Wing,Forward,RW
8474574,Tyler Myers,/api/v1/people/8474574,Tyler,Myers,57,1990-02-01,30,Houston,TX,USA,CAN,"6' 8""",229,true,false,false,false,R,Y,23,Vancouver Canucks,/api/v1/teams/23,D,Defenseman,Defenseman,D
8474578,Erik Karlsson,/api/v1/people/8474578,Erik,Karlsson,65,1990-05-31,29,Landsbro,,SWE,SWE,"6' 0""",190,true,true,false,false,R,I,28,San Jose Sharks,/api/v1/teams/28,D,Defenseman,Defenseman,D
8474579,Luca Sbisa,/api/v1/people/8474579,Luca,Sbisa,5,1990-01-30,30,Ozieri,,ITA,CHE,"6' 3""",206,true,false,false,false,L,I,52,Winnipeg Jets,/api/v1/teams/52,D,Defenseman,Defenseman,D
8474581,Jake Gardiner,/api/v1/people/8474581,Jake,Gardiner,51,1990-07-04,29,Minnetonka,MN,USA,USA,"6' 2""",203,true,false,false,false,L,Y,12,Carolina Hurricanes,/api/v1/teams/12,D,Defenseman,Defenseman,D
8474584,Michael Del Zotto,/api/v1/people/8474584,Michael,Del Zotto,44,1990-06-24,29,Stouffville,ON,CAN,CAN,"6' 0""",195,true,false,false,false,L,Y,24,Anaheim Ducks,/api/v1/teams/24,D,Defenseman,Defenseman,D
8474586,Jordan Eberle,/api/v1/people/8474586,Jordan,Eberle,7,1990-05-15,29,Regina,SK,CAN,CAN,"5' 11""",187,true,false,false,false,R,Y,2,New York Islanders,/api/v1/teams/2,R,Right Wing,Forward,RW
8474589,Tyler Ennis,/api/v1/people/8474589,Tyler,Ennis,63,1989-10-06,30,Edmonton,AB,CAN,CAN,"5' 9""",161,true,false,false,false,L,Y,22,Edmonton Oilers,/api/v1/teams/22,C,Center,Forward,C
8474590,John Carlson,/api/v1/people/8474590,John,Carlson,74,1990-01-10,30,Natick,MA,USA,USA,"6' 3""",217,true,true,false,false,R,Y,15,Washington Capitals,/api/v1/teams/15,D,Defenseman,Defenseman,D
8474593,Jacob Markstrom,/api/v1/people/8474593,Jacob,Markstrom,25,1990-01-31,30,Gävle,,SWE,SWE,"6' 6""",206,true,false,false,false,L,I,23,Vancouver Canucks,/api/v1/teams/23,G,Goalie,Goalie,G
8474596,Jake Allen,/api/v1/people/8474596,Jake,Allen,34,1990-08-07,29,Fredericton,NB,CAN,CAN,"6' 2""",203,true,false,false,false,L,Y,19,St. Louis Blues,/api/v1/teams/19,G,Goalie,Goalie,G
8474597,Cody Goloubef,/api/v1/people/8474597,Cody,Goloubef,26,1989-11-30,30,Mississauga,ON,CAN,CAN,"6' 1""",190,true,false,false,false,R,Y,17,Detroit Red Wings,/api/v1/teams/17,D,Defenseman,Defenseman,D
8474600,Roman Josi,/api/v1/people/8474600,Roman,Josi,59,1990-06-01,29,Bern,,CHE,CHE,"6' 1""",201,true,false,true,false,L,Y,18,Nashville Predators,/api/v1/teams/18,D,Defenseman,Defenseman,D
8474602,Justin Schultz,/api/v1/people/8474602,Justin,Schultz,4,1990-07-06,29,Kelowna,BC,CAN,CAN,"6' 2""",193,true,false,false,false,R,Y,5,Pittsburgh Penguins,/api/v1/teams/5,D,Defenseman,Defenseman,D
8474612,Travis Hamonic,/api/v1/people/8474612,Travis,Hamonic,24,1990-08-16,29,St. Malo,MB,CAN,CAN,"6' 2""",205,true,false,false,false,R,Y,20,Calgary Flames,/api/v1/teams/20,D,Defenseman,Defenseman,D
8474613,Derek Stepan,/api/v1/people/8474613,Derek,Stepan,21,1990-06-18,29,Hastings,MN,USA,USA,"6' 0""",196,true,true,false,false,R,Y,53,Arizona Coyotes,/api/v1/teams/53,C,Center,Forward,C
8474618,Marco Scandella,/api/v1/people/8474618,Marco,Scandella,6,1990-02-23,30,Montreal,QC,CAN,CAN,"6' 3""",212,true,false,false,false,L,Y,19,St. Louis Blues,/api/v1/teams/19,D,Defenseman,Defenseman,D
8474628,Michael Stone,/api/v1/people/8474628,Michael,Stone,26,1990-06-07,29,Winnipeg,MB,CAN,CAN,"6' 3""",210,true,false,false,false,R,Y,20,Calgary Flames,/api/v1/teams/20,D,Defenseman,Defenseman,D
8474636,Michael Hutchinson,/api/v1/people/8474636,Michael,Hutchinson,35,1990-03-02,30,Barrie,ON,CAN,CAN,"6' 3""",198,true,false,false,false,R,Y,21,Colorado Avalanche,/api/v1/teams/21,G,Goalie,Goalie,G
8474641,Adam Henrique,/api/v1/people/8474641,Adam,Henrique,14,1990-02-06,30,Brantford,ON,CAN,CAN,"6' 0""",188,true,false,false,false,L,Y,24,Anaheim Ducks,/api/v1/teams/24,C,Center,Forward,C
8474651,Braden Holtby,/api/v1/people/8474651,Braden,Holtby,70,1989-09-16,30,Lloydminster,SK,CAN,CAN,"6' 2""",214,true,false,false,false,L,Y,15,Washington Capitals,/api/v1/teams/15,G,Goalie,Goalie,G
8474668,Dale Weise,/api/v1/people/8474668,Dale,Weise,22,1988-08-05,31,Winnipeg,MB,CAN,CAN,"6' 2""",196,true,false,false,false,R,Y,8,Montréal Canadiens,/api/v1/teams/8,R,Right Wing,Forward,RW
8474673,TJ Brodie,/api/v1/people/8474673,TJ,Brodie,7,1990-06-07,29,Chatham,ON,CAN,CAN,"6' 1""",185,true,false,false,false,L,Y,20,Calgary Flames,/api/v1/teams/20,D,Defenseman,Defenseman,D
8474679,Gustav Nyquist,/api/v1/people/8474679,Gustav,Nyquist,14,1989-09-01,30,Halmstad,,SWE,SWE,"5' 11""",179,true,false,false,false,L,Y,29,Columbus Blue Jackets,/api/v1/teams/29,C,Center,Forward,C
8474683,Derek Grant,/api/v1/people/8474683,Derek,Grant,38,1990-04-20,29,Abbotsford,BC,CAN,CAN,"6' 3""",206,true,false,false,false,L,Y,4,Philadelphia Flyers,/api/v1/teams/4,C,Center,Forward,C
8474685,Matt Calvert,/api/v1/people/8474685,Matt,Calvert,11,1989-12-24,30,Brandon,MB,CAN,CAN,"5' 11""",186,true,false,false,false,L,Y,21,Colorado Avalanche,/api/v1/teams/21,L,Left Wing,Forward,LW
8474688,Greg Pateryn,/api/v1/people/8474688,Greg,Pateryn,29,1990-06-20,29,Sterling Heights,MI,USA,USA,"6' 3""",220,true,false,false,false,R,Y,30,Minnesota Wild,/api/v1/teams/30,D,Defenseman,Defenseman,D
8474697,Mark Borowiecki,/api/v1/people/8474697,Mark,Borowiecki,74,1989-07-12,30,Ottawa,ON,CAN,CAN,"6' 2""",204,true,true,false,false,L,Y,9,Ottawa Senators,/api/v1/teams/9,D,Defenseman,Defenseman,D
8474709,Matt Martin,/api/v1/people/8474709,Matt,Martin,17,1989-05-08,30,Windsor,ON,CAN,CAN,"6' 3""",220,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,L,Left Wing,Forward,LW
8474715,Cam Atkinson,/api/v1/people/8474715,Cam,Atkinson,13,1989-06-05,30,Riverside,CT,USA,USA,"5' 8""",175,true,false,false,false,R,Y,29,Columbus Blue Jackets,/api/v1/teams/29,R,Right Wing,Forward,RW
8474716,Jared Spurgeon,/api/v1/people/8474716,Jared,Spurgeon,46,1989-11-29,30,Edmonton,AB,CAN,CAN,"5' 9""",167,true,false,false,false,R,Y,30,Minnesota Wild,/api/v1/teams/30,D,Defenseman,Defenseman,D
8474717,Mark Barberio,/api/v1/people/8474717,Mark,Barberio,44,1990-03-23,29,Montreal,QC,CAN,CAN,"6' 1""",200,true,false,false,false,L,Y,21,Colorado Avalanche,/api/v1/teams/21,D,Defenseman,Defenseman,D
8474736,Zac Rinaldo,/api/v1/people/8474736,Zac,Rinaldo,36,1990-06-15,29,Mississauga,ON,CAN,CAN,"5' 10""",192,true,false,false,false,L,Y,20,Calgary Flames,/api/v1/teams/20,C,Center,Forward,C
8474774,Dalton Prout,/api/v1/people/8474774,Dalton,Prout,5,1990-03-13,30,Kingsville,ON,CAN,CAN,"6' 3""",215,true,false,false,false,R,I,28,San Jose Sharks,/api/v1/teams/28,D,Defenseman,Defenseman,D
8474818,Jordie Benn,/api/v1/people/8474818,Jordie,Benn,4,1987-07-26,32,Victoria,BC,CAN,CAN,"6' 2""",199,true,false,false,false,L,Y,23,Vancouver Canucks,/api/v1/teams/23,D,Defenseman,Defenseman,D
8474849,Antoine Roussel,/api/v1/people/8474849,Antoine,Roussel,26,1989-11-21,30,Roubaix,,FRA,FRA,"5' 11""",199,true,false,false,false,L,Y,23,Vancouver Canucks,/api/v1/teams/23,L,Left Wing,Forward,LW
8474870,Tyler Johnson,/api/v1/people/8474870,Tyler,Johnson,9,1990-07-29,29,Spokane,WA,USA,USA,"5' 8""",182,true,false,false,false,R,Y,14,Tampa Bay Lightning,/api/v1/teams/14,C,Center,Forward,C
8474884,Mike Hoffman,/api/v1/people/8474884,Mike,Hoffman,68,1989-11-24,30,Kitchener,ON,CAN,CAN,"6' 0""",182,true,false,false,false,L,Y,13,Florida Panthers,/api/v1/teams/13,L,Left Wing,Forward,LW
8474889,Martin Jones,/api/v1/people/8474889,Martin,Jones,31,1990-01-10,30,North Vancouver,BC,CAN,CAN,"6' 4""",190,true,false,false,false,L,Y,28,San Jose Sharks,/api/v1/teams/28,G,Goalie,Goalie,G
8475098,Tyler Bozak,/api/v1/people/8475098,Tyler,Bozak,21,1986-03-19,34,Regina,SK,CAN,CAN,"6' 1""",199,true,false,false,false,R,Y,19,St. Louis Blues,/api/v1/teams/19,C,Center,Forward,C
8475149,Marcus Johansson,/api/v1/people/8475149,Marcus,Johansson,90,1990-10-06,29,Landskrona,,SWE,SWE,"6' 1""",205,true,true,false,false,L,Y,7,Buffalo Sabres,/api/v1/teams/7,L,Left Wing,Forward,LW
8475151,Kyle Palmieri,/api/v1/people/8475151,Kyle,Palmieri,21,1991-02-01,29,Smithtown,NY,USA,USA,"5' 11""",185,true,true,false,false,R,Y,1,New Jersey Devils,/api/v1/teams/1,R,Right Wing,Forward,RW
8475156,Mikko Koskinen,/api/v1/people/8475156,Mikko,Koskinen,19,1988-07-18,31,Vantaa,,FIN,FIN,"6' 7""",202,true,false,false,false,L,Y,22,Edmonton Oilers,/api/v1/teams/22,G,Goalie,Goalie,G
8475158,"Ryan O'Reilly",/api/v1/people/8475158,Ryan,"O'Reilly",90,1991-02-07,29,Clinton,ON,CAN,CAN,"6' 1""",216,true,false,false,false,L,Y,19,St. Louis Blues,/api/v1/teams/19,C,Center,Forward,C
8475160,Kyle Clifford,/api/v1/people/8475160,Kyle,Clifford,73,1991-01-13,29,Ayr,ON,CAN,CAN,"6' 2""",211,true,false,false,false,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,L,Left Wing,Forward,LW
8475163,Alex Chiasson,/api/v1/people/8475163,Alex,Chiasson,39,1990-10-01,29,Montreal,QC,CAN,CAN,"6' 4""",208,true,false,false,false,R,Y,22,Edmonton Oilers,/api/v1/teams/22,R,Right Wing,Forward,RW
8475164,Jakob Silfverberg,/api/v1/people/8475164,Jakob,Silfverberg,33,1990-10-13,29,Gävle,,SWE,SWE,"6' 0""",208,true,true,false,false,R,Y,24,Anaheim Ducks,/api/v1/teams/24,R,Right Wing,Forward,RW
8475166,John Tavares,/api/v1/people/8475166,John,Tavares,91,1990-09-20,29,Mississauga,ON,CAN,CAN,"6' 1""",215,true,false,true,false,L,Y,10,Toronto Maple Leafs,/api/v1/teams/10,C,Center,Forward,C
8475167,Victor Hedman,/api/v1/people/8475167,Victor,Hedman,77,1990-12-18,29,Ornskoldsvik,,SWE,SWE,"6' 6""",229,true,false,false,false,L,Y,14,Tampa Bay Lightning,/api/v1/teams/14,D,Defenseman,Defenseman,D
8475168,Matt Duchene,/api/v1/people/8475168,Matt,Duchene,95,1991-01-16,29,Haliburton,ON,CAN,CAN,"5' 11""",195,true,false,false,false,L,Y,18,Nashville Predators,/api/v1/teams/18,C,Center,Forward,C
8475169,Evander Kane,/api/v1/people/8475169,Evander,Kane,9,1991-08-02,28,Vancouver,BC,CAN,CAN,"6' 2""",210,true,false,false,false,L,Y,28,San Jose Sharks,/api/v1/teams/28,L,Left Wing,Forward,LW
8475170,Brayden Schenn,/api/v1/people/8475170,Brayden,Schenn,10,1991-08-22,28,Saskatoon,SK,CAN,CAN,"6' 1""",200,true,false,false,false,L,Y,19,St. Louis Blues,/api/v1/teams/19,C,Center,Forward,C
8475171,Oliver Ekman-Larsson,/api/v1/people/8475171,Oliver,Ekman-Larsson,23,1991-07-17,28,Karlskrona,,SWE,SWE,"6' 2""",200,true,false,true,false,L,Y,53,Arizona Coyotes,/api/v1/teams/53,D,Defenseman,Defenseman,D
8475172,Nazem Kadri,/api/v1/people/8475172,Nazem,Kadri,91,1990-10-06,29,London,ON,CAN,CAN,"6' 0""",192,true,false,false,false,L,Y,21,Colorado Avalanche,/api/v1/teams/21,C,Center,Forward,C
8475176,Ryan Ellis,/api/v1/people/8475176,Ryan,Ellis,4,1991-01-03,29,Hamilton,ON,CAN,CAN,"5' 10""",180,true,true,false,false,R,Y,18,Nashville Predators,/api/v1/teams/18,D,Defenseman,Defenseman,D
8475177,Calvin de Haan,/api/v1/people/8475177,Calvin,de Haan,44,1991-05-09,28,Carp,ON,CAN,CAN,"6' 1""",195,true,false,false,false,L,I,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D
8475178,Zack Kassian,/api/v1/people/8475178,Zack,Kassian,44,1991-01-24,29,Windsor,ON,CAN,CAN,"6' 3""",211,true,false,false,false,R,Y,22,Edmonton Oilers,/api/v1/teams/22,R,Right Wing,Forward,RW
